isocode,country,year,rgdpo,pop,rnna,region
ROU,Romania,1995,193860.390625,22.964754,754545.375,Europe
ROU,Romania,1996,203930.46875,22.805702999999998,767642.5625,Europe
ROU,Romania,1997,192954.109375,22.637604,779086.8125,Europe
ROU,Romania,1998,186202.390625,22.466286,787010.4375,Europe
ROU,Romania,1999,185436.109375,22.298125,793994.25,Europe
ROU,Romania,2000,189927.8125,22.137418999999998,803984.375,Europe
ROU,Romania,2001,205140.34375,21.989349999999998,819007.9375,Europe
ROU,Romania,2002,212188.671875,21.853272999999998,836341.0625,Europe
ROU,Romania,2003,222644.671875,21.720406999999998,857515.375,Europe
ROU,Romania,2004,248148.625,21.577885,883423.5,Europe
ROU,Romania,2005,255695.6875,21.417291,915033.875,Europe
ROU,Romania,2006,292077.90625,21.234305,965208.0625,Europe
ROU,Romania,2007,327959.03125,21.034188999999998,1060903.25,Europe
ROU,Romania,2008,382007.84375,20.829517,1171728.875,Europe
ROU,Romania,2009,371476.5,20.637991,1215899.625,Europe
ROU,Romania,2010,378044.59375,20.471864,1255862.875,Europe
ROU,Romania,2011,377451.375,20.336717999999998,1301768,Europe
ROU,Romania,2012,397241.375,20.227469,1350227.875,Europe
ROU,Romania,2013,397416.875,20.132776,1389748.375,Europe
ROU,Romania,2014,407227.875,20.03593,1431823.75,Europe
ROU,Romania,2015,429855.6875,19.925175,1481394.5,Europe
ROU,Romania,2016,451741.8125,19.796284999999997,1531145.125,Europe
ROU,Romania,2017,499683.65625,19.653969,1584685.25,Europe
ROU,Romania,2018,516810.5,19.506114,1635781.625,Europe
ROU,Romania,2019,540045.75,19.364556999999998,1712548.75,Europe
RUS,Russian Federation,1950,NA,NA,NA,Europe
RUS,Russian Federation,1951,NA,NA,NA,Europe
RUS,Russian Federation,1952,NA,NA,NA,Europe
RUS,Russian Federation,1953,NA,NA,NA,Europe
RUS,Russian Federation,1954,NA,NA,NA,Europe
RUS,Russian Federation,1955,NA,NA,NA,Europe
RUS,Russian Federation,1956,NA,NA,NA,Europe
RUS,Russian Federation,1957,NA,NA,NA,Europe
RUS,Russian Federation,1958,NA,NA,NA,Europe
RUS,Russian Federation,1959,NA,NA,NA,Europe
RUS,Russian Federation,1960,NA,NA,NA,Europe
RUS,Russian Federation,1961,NA,NA,NA,Europe
RUS,Russian Federation,1962,NA,NA,NA,Europe
RUS,Russian Federation,1963,NA,NA,NA,Europe
RUS,Russian Federation,1964,NA,NA,NA,Europe
RUS,Russian Federation,1965,NA,NA,NA,Europe
RUS,Russian Federation,1966,NA,NA,NA,Europe
RUS,Russian Federation,1967,NA,NA,NA,Europe
RUS,Russian Federation,1968,NA,NA,NA,Europe
RUS,Russian Federation,1969,NA,NA,NA,Europe
RUS,Russian Federation,1970,NA,NA,NA,Europe
RUS,Russian Federation,1971,NA,NA,NA,Europe
RUS,Russian Federation,1972,NA,NA,NA,Europe
RUS,Russian Federation,1973,NA,NA,NA,Europe
RUS,Russian Federation,1974,NA,NA,NA,Europe
RUS,Russian Federation,1975,NA,NA,NA,Europe
RUS,Russian Federation,1976,NA,NA,NA,Europe
RUS,Russian Federation,1977,NA,NA,NA,Europe
RUS,Russian Federation,1978,NA,NA,NA,Europe
RUS,Russian Federation,1979,NA,NA,NA,Europe
RUS,Russian Federation,1980,NA,NA,NA,Europe
RUS,Russian Federation,1981,NA,NA,NA,Europe
RUS,Russian Federation,1982,NA,NA,NA,Europe
RUS,Russian Federation,1983,NA,NA,NA,Europe
RUS,Russian Federation,1984,NA,NA,NA,Europe
RUS,Russian Federation,1985,NA,NA,NA,Europe
RUS,Russian Federation,1986,NA,NA,NA,Europe
RUS,Russian Federation,1987,NA,NA,NA,Europe
RUS,Russian Federation,1988,NA,NA,NA,Europe
RUS,Russian Federation,1989,NA,NA,NA,Europe
RUS,Russian Federation,1990,2493859.5,147.53156099999998,17216142,Europe
RUS,Russian Federation,1991,2438441.25,147.99559299999999,17893938,Europe
RUS,Russian Federation,1992,2254152.25,148.26858099999998,17979116,Europe
RUS,Russian Federation,1993,1934672,148.37358,17850318,Europe
RUS,Russian Federation,1994,1645076.375,148.34944099999998,17600178,Europe
RUS,Russian Federation,1995,1542873,148.227466,17358206,Europe
RUS,Russian Federation,1996,1507701.25,148.020847,17067638,Europe
RUS,Russian Federation,1997,1465640,147.730019,16788768,Europe
RUS,Russian Federation,1998,1329591.875,147.360604,16491713,Europe
RUS,Russian Federation,1999,1277745.875,146.91591499999998,16223489,Europe
RUS,Russian Federation,2000,1445962.875,146.404903,16028166,Europe
RUS,Russian Federation,2001,1482249.5,145.83072099999998,15884707,Europe
RUS,Russian Federation,2002,1515788.375,145.2157,15758397,Europe
RUS,Russian Federation,2003,1667651,144.610882,15692495,Europe
RUS,Russian Federation,2004,1883161.875,144.08064299999998,15680848,Europe
RUS,Russian Federation,2005,2166315,143.672116,15710147,Europe
RUS,Russian Federation,2006,2536100,143.403256,15812566,Europe
RUS,Russian Federation,2007,2983108.5,143.266212,16007785,Europe
RUS,Russian Federation,2008,3425707.5,143.248764,16247264,Europe
RUS,Russian Federation,2009,3053677.75,143.326913,16363532,Europe
RUS,Russian Federation,2010,3468686.25,143.479274,16506064,Europe
RUS,Russian Federation,2011,3970287,143.703025,16688688,Europe
RUS,Russian Federation,2012,4283519.5,143.993892,16887976,Europe
RUS,Russian Federation,2013,4245878,144.325449,17078638,Europe
RUS,Russian Federation,2014,4074533.75,144.664841,17247260,Europe
RUS,Russian Federation,2015,3666054,144.98505699999998,17331662,Europe
RUS,Russian Federation,2016,3655025.25,145.275383,17426298,Europe
RUS,Russian Federation,2017,3899889.25,145.530082,17552050,Europe
RUS,Russian Federation,2018,4131929.25,145.734038,17673682,Europe
RUS,Russian Federation,2019,4161194.5,145.872256,17800398,Europe
SRB,Serbia,1950,NA,NA,NA,Europe
SRB,Serbia,1951,NA,NA,NA,Europe
SRB,Serbia,1952,NA,NA,NA,Europe
SRB,Serbia,1953,NA,NA,NA,Europe
SRB,Serbia,1954,NA,NA,NA,Europe
SRB,Serbia,1955,NA,NA,NA,Europe
SRB,Serbia,1956,NA,NA,NA,Europe
SRB,Serbia,1957,NA,NA,NA,Europe
SRB,Serbia,1958,NA,NA,NA,Europe
SRB,Serbia,1959,NA,NA,NA,Europe
SRB,Serbia,1960,NA,NA,NA,Europe
SRB,Serbia,1961,NA,NA,NA,Europe
SRB,Serbia,1962,NA,NA,NA,Europe
SRB,Serbia,1963,NA,NA,NA,Europe
SRB,Serbia,1964,NA,NA,NA,Europe
SRB,Serbia,1965,NA,NA,NA,Europe
SRB,Serbia,1966,NA,NA,NA,Europe
SRB,Serbia,1967,NA,NA,NA,Europe
SRB,Serbia,1968,NA,NA,NA,Europe
SRB,Serbia,1969,NA,NA,NA,Europe
SRB,Serbia,1970,NA,NA,NA,Europe
SRB,Serbia,1971,NA,NA,NA,Europe
SRB,Serbia,1972,NA,NA,NA,Europe
SRB,Serbia,1973,NA,NA,NA,Europe
SRB,Serbia,1974,NA,NA,NA,Europe
SRB,Serbia,1975,NA,NA,NA,Europe
SRB,Serbia,1976,NA,NA,NA,Europe
SRB,Serbia,1977,NA,NA,NA,Europe
SRB,Serbia,1978,NA,NA,NA,Europe
SRB,Serbia,1979,NA,NA,NA,Europe
SRB,Serbia,1980,NA,NA,NA,Europe
SRB,Serbia,1981,NA,NA,NA,Europe
SRB,Serbia,1982,NA,NA,NA,Europe
SRB,Serbia,1983,NA,NA,NA,Europe
SRB,Serbia,1984,NA,NA,NA,Europe
SRB,Serbia,1985,NA,NA,NA,Europe
SRB,Serbia,1986,NA,NA,NA,Europe
SRB,Serbia,1987,NA,NA,NA,Europe
SRB,Serbia,1988,NA,NA,NA,Europe
SRB,Serbia,1989,NA,NA,NA,Europe
SRB,Serbia,1990,116169.3125,9.517674999999999,507480.59375,Europe
SRB,Serbia,1991,102645.59375,9.602886999999999,504450.21875,Europe
SRB,Serbia,1992,73693.25,9.701151,497180.09375,Europe
SRB,Serbia,1993,50824.2578125,9.795256,487288.09375,Europe
SRB,Serbia,1994,52031.6796875,9.861627,478714.53125,Europe
SRB,Serbia,1995,55175.06640625,9.884146999999999,470972.71875,Europe
SRB,Serbia,1996,54598.14453125,9.856065,465018.25,Europe
SRB,Serbia,1997,58904.94921875,9.784696,461803.9375,Europe
SRB,Serbia,1998,62910.65625,9.685414,459155.53125,Europe
SRB,Serbia,1999,58242.2578125,7.540400999999999,454515.375,Europe
SRB,Serbia,2000,62399.6015625,7.5163459999999995,450529.34375,Europe
SRB,Serbia,2001,60639.7109375,7.503432999999999,447130.375,Europe
SRB,Serbia,2002,65871.7890625,7.500031,447001.0625,Europe
SRB,Serbia,2003,69022.921875,7.4805909999999995,449522.40625,Europe
SRB,Serbia,2004,72567.8515625,7.463157,454501.125,Europe
SRB,Serbia,2005,81170.1875,7.4407689999999995,459642.5625,Europe
SRB,Serbia,2006,93663.796875,7.411569,466762.3125,Europe
SRB,Serbia,2007,96661.96875,7.3815789999999994,477650.03125,Europe
SRB,Serbia,2008,107398.8984375,7.350222,488734.90625,Europe
SRB,Serbia,2009,106883.5625,7.320806999999999,492534.15625,Europe
SRB,Serbia,2010,108497.65625,7.291436,494770.3125,Europe
SRB,Serbia,2011,112809.2734375,7.2365189999999995,497622.34375,Europe
SRB,Serbia,2012,113027.3046875,7.201497,503267.78125,Europe
SRB,Serbia,2013,110521.203125,7.166551999999999,505135.34375,Europe
SRB,Serbia,2014,107925.4609375,7.131787,505861.78125,Europe
SRB,Serbia,2015,109324.25,7.095383,509530.0625,Europe
SRB,Serbia,2016,111133.03125,7.0583219999999995,511897.0625,Europe
SRB,Serbia,2017,112918.2890625,7.040272,515348.03125,Europe
SRB,Serbia,2018,116050.5078125,7.018844,522468.59375,Europe
SRB,Serbia,2019,120447.671875,6.99451,533631.5,Europe
SVK,Slovakia,1950,NA,NA,NA,Europe
SVK,Slovakia,1951,NA,NA,NA,Europe
SVK,Slovakia,1952,NA,NA,NA,Europe
SVK,Slovakia,1953,NA,NA,NA,Europe
SVK,Slovakia,1954,NA,NA,NA,Europe
SVK,Slovakia,1955,NA,NA,NA,Europe
SVK,Slovakia,1956,NA,NA,NA,Europe
SVK,Slovakia,1957,NA,NA,NA,Europe
SVK,Slovakia,1958,NA,NA,NA,Europe
SVK,Slovakia,1959,NA,NA,NA,Europe
SVK,Slovakia,1960,NA,NA,NA,Europe
SVK,Slovakia,1961,NA,NA,NA,Europe
SVK,Slovakia,1962,NA,NA,NA,Europe
SVK,Slovakia,1963,NA,NA,NA,Europe
SVK,Slovakia,1964,NA,NA,NA,Europe
SVK,Slovakia,1965,NA,NA,NA,Europe
SVK,Slovakia,1966,NA,NA,NA,Europe
SVK,Slovakia,1967,NA,NA,NA,Europe
SVK,Slovakia,1968,NA,NA,NA,Europe
SVK,Slovakia,1969,NA,NA,NA,Europe
SVK,Slovakia,1970,NA,NA,NA,Europe
SVK,Slovakia,1971,NA,NA,NA,Europe
SVK,Slovakia,1972,NA,NA,NA,Europe
SVK,Slovakia,1973,NA,NA,NA,Europe
SVK,Slovakia,1974,NA,NA,NA,Europe
SVK,Slovakia,1975,NA,NA,NA,Europe
SVK,Slovakia,1976,NA,NA,NA,Europe
SVK,Slovakia,1977,NA,NA,NA,Europe
SVK,Slovakia,1978,NA,NA,NA,Europe
SVK,Slovakia,1979,NA,NA,NA,Europe
SVK,Slovakia,1980,NA,NA,NA,Europe
SVK,Slovakia,1981,NA,NA,NA,Europe
SVK,Slovakia,1982,NA,NA,NA,Europe
SVK,Slovakia,1983,NA,NA,NA,Europe
SVK,Slovakia,1984,NA,NA,NA,Europe
SVK,Slovakia,1985,NA,NA,NA,Europe
SVK,Slovakia,1986,NA,NA,NA,Europe
SVK,Slovakia,1987,NA,NA,NA,Europe
SVK,Slovakia,1988,NA,NA,NA,Europe
SVK,Slovakia,1989,NA,NA,NA,Europe
SVK,Slovakia,1990,104279.203125,5.288454,352154.25,Europe
SVK,Slovakia,1991,82624.8046875,5.309235,361965.65625,Europe
SVK,Slovakia,1992,77273.2109375,5.329033,370122.875,Europe
SVK,Slovakia,1993,78252.78125,5.347214,376717.5,Europe
SVK,Slovakia,1994,80969.2734375,5.362896,382175.28125,Europe
SVK,Slovakia,1995,84714.7265625,5.37547,387616.84375,Europe
SVK,Slovakia,1996,89792.15625,5.3847879999999995,399825.5625,Europe
SVK,Slovakia,1997,92290.3515625,5.391204,415193.40625,Europe
SVK,Slovakia,1998,89860.4375,5.3952539999999996,432656.96875,Europe
SVK,Slovakia,1999,85683.1015625,5.397708,443219.3125,Europe
SVK,Slovakia,2000,89552.703125,5.399210999999999,449128.15625,Europe
SVK,Slovakia,2001,94552.9140625,5.399992,458884.34375,Europe
SVK,Slovakia,2002,96160.2734375,5.400122,468079.6875,Europe
SVK,Slovakia,2003,96839.5,5.399833999999999,475337.09375,Europe
SVK,Slovakia,2004,97362.34375,5.39938,484028.75,Europe
SVK,Slovakia,2005,111117.8203125,5.398963,497680.125,Europe
SVK,Slovakia,2006,118124.6015625,5.398673,513039.125,Europe
SVK,Slovakia,2007,127734.1640625,5.398692,531601,Europe
SVK,Slovakia,2008,141015.71875,5.3993709999999995,550415.0625,Europe
SVK,Slovakia,2009,133371.078125,5.401153,559381.125,Europe
SVK,Slovakia,2010,146741.875,5.404294,570850.125,Europe
SVK,Slovakia,2011,148675.609375,5.408937,586831.875,Europe
SVK,Slovakia,2012,149614.1875,5.414889,597484.125,Europe
SVK,Slovakia,2013,144107.6875,5.4217249999999995,608169.8125,Europe
SVK,Slovakia,2014,149792.734375,5.428802999999999,619348.375,Europe
SVK,Slovakia,2015,150161.828125,5.435611,638380.4375,Europe
SVK,Slovakia,2016,143673.125,5.442003,651287.3125,Europe
SVK,Slovakia,2017,144190.140625,5.4479,664757,Europe
SVK,Slovakia,2018,146127.890625,5.453014,678512.3125,Europe
SVK,Slovakia,2019,149921.4375,5.457013,693934,Europe
SVN,Slovenia,1950,NA,NA,NA,Europe
SVN,Slovenia,1951,NA,NA,NA,Europe
SVN,Slovenia,1952,NA,NA,NA,Europe
SVN,Slovenia,1953,NA,NA,NA,Europe
SVN,Slovenia,1954,NA,NA,NA,Europe
SVN,Slovenia,1955,NA,NA,NA,Europe
SVN,Slovenia,1956,NA,NA,NA,Europe
SVN,Slovenia,1957,NA,NA,NA,Europe
SVN,Slovenia,1958,NA,NA,NA,Europe
SVN,Slovenia,1959,NA,NA,NA,Europe
SVN,Slovenia,1960,NA,NA,NA,Europe
SVN,Slovenia,1961,NA,NA,NA,Europe
SVN,Slovenia,1962,NA,NA,NA,Europe
SVN,Slovenia,1963,NA,NA,NA,Europe
SVN,Slovenia,1964,NA,NA,NA,Europe
SVN,Slovenia,1965,NA,NA,NA,Europe
SVN,Slovenia,1966,NA,NA,NA,Europe
SVN,Slovenia,1967,NA,NA,NA,Europe
SVN,Slovenia,1968,NA,NA,NA,Europe
SVN,Slovenia,1969,NA,NA,NA,Europe
SVN,Slovenia,1970,NA,NA,NA,Europe
SVN,Slovenia,1971,NA,NA,NA,Europe
SVN,Slovenia,1972,NA,NA,NA,Europe
SVN,Slovenia,1973,NA,NA,NA,Europe
SVN,Slovenia,1974,NA,NA,NA,Europe
SVN,Slovenia,1975,NA,NA,NA,Europe
SVN,Slovenia,1976,NA,NA,NA,Europe
SVN,Slovenia,1977,NA,NA,NA,Europe
SVN,Slovenia,1978,NA,NA,NA,Europe
SVN,Slovenia,1979,NA,NA,NA,Europe
SVN,Slovenia,1980,NA,NA,NA,Europe
SVN,Slovenia,1981,NA,NA,NA,Europe
SVN,Slovenia,1982,NA,NA,NA,Europe
SVN,Slovenia,1983,NA,NA,NA,Europe
SVN,Slovenia,1984,NA,NA,NA,Europe
SVN,Slovenia,1985,NA,NA,NA,Europe
SVN,Slovenia,1986,NA,NA,NA,Europe
SVN,Slovenia,1987,NA,NA,NA,Europe
SVN,Slovenia,1988,NA,NA,NA,Europe
SVN,Slovenia,1989,NA,NA,NA,Europe
SVN,Slovenia,1990,40194.34765625,2.006405,255921.71875,Europe
SVN,Slovenia,1991,36638.71484375,2.00777,260923.65625,Europe
SVN,Slovenia,1992,34944.36328125,2.005354,263351.125,Europe
SVN,Slovenia,1993,37690.125,2.000556,267002.03125,Europe
SVN,Slovenia,1994,39927.31640625,1.9953349999999999,272314.25,Europe
SVN,Slovenia,1995,42178.796875,1.991131,279076.90625,Europe
SVN,Slovenia,1996,43670.6796875,1.988565,286231.25,Europe
SVN,Slovenia,1997,44446.6171875,1.987455,295000.15625,Europe
SVN,Slovenia,1998,44095.8203125,1.987385,304713.40625,Europe
SVN,Slovenia,1999,45508.98046875,1.9876319999999998,316480.28125,Europe
SVN,Slovenia,2000,47351.51171875,1.987717,327656.34375,Europe
SVN,Slovenia,2001,47762.74609375,1.987461,338304.75,Europe
SVN,Slovenia,2002,48673.30859375,1.987267,347855.875,Europe
SVN,Slovenia,2003,49835.16015625,1.987862,358063.65625,Europe
SVN,Slovenia,2004,51786.13671875,1.990222,368907.21875,Europe
SVN,Slovenia,2005,56365.34375,1.9949759999999999,379837.34375,Europe
SVN,Slovenia,2006,56498.76953125,2.00243,392595.59375,Europe
SVN,Slovenia,2007,58627.26171875,2.012118,407502.65625,Europe
SVN,Slovenia,2008,64960.12109375,2.023052,423423.3125,Europe
SVN,Slovenia,2009,59698.89453125,2.033804,430994.15625,Europe
SVN,Slovenia,2010,60950.0546875,2.0433369999999997,434944.625,Europe
SVN,Slovenia,2011,63455.94140625,2.051287,437616.53125,Europe
SVN,Slovenia,2012,62795.8125,2.057823,438466.78125,Europe
SVN,Slovenia,2013,62010.59765625,2.06311,439946.09375,Europe
SVN,Slovenia,2014,62827.609375,2.067488,441363.96875,Europe
SVN,Slovenia,2015,61784.9609375,2.071199,442655.40625,Europe
SVN,Slovenia,2016,63278.7265625,2.07421,443052.625,Europe
SVN,Slovenia,2017,65603.0625,2.076394,445231.28125,Europe
SVN,Slovenia,2018,69825.75,2.0778369999999997,449006.5,Europe
SVN,Slovenia,2019,70868.515625,2.078654,453769.15625,Europe
SWE,Sweden,1950,73512.6171875,7.024568911118645,391048.3125,Europe
SWE,Sweden,1951,75832.140625,7.083482522941272,407288.0625,Europe
SWE,Sweden,1952,76560.015625,7.13540329224034,420315.71875,Europe
SWE,Sweden,1953,79404.4140625,7.1822619751671,431950.4375,Europe
SWE,Sweden,1954,83496.359375,7.224354178463481,448093.1875,Europe
SWE,Sweden,1955,85858.9609375,7.273326043673021,466028.5625,Europe
SWE,Sweden,1956,88707.9609375,7.325568207701198,483503.0625,Europe
SWE,Sweden,1957,90407.84375,7.374892508735527,500898.65625,Europe
SWE,Sweden,1958,92612.875,7.4203027663823615,518562.9375,Europe
SWE,Sweden,1959,97933.9765625,7.457463733463605,538456.1875,Europe
SWE,Sweden,1960,100914.765625,7.491660992240458,564123,Europe
SWE,Sweden,1961,107408.953125,7.53132387163345,589837.25,Europe
SWE,Sweden,1962,111678.0859375,7.572976246481822,615607.9375,Europe
SWE,Sweden,1963,117533.71875,7.615780962312872,642086.625,Europe
SWE,Sweden,1964,126071.3671875,7.672892757920147,675835.0625,Europe
SWE,Sweden,1965,130148.390625,7.745500746045823,712288.5,Europe
SWE,Sweden,1966,132431.5,7.819556204340787,745710.8125,Europe
SWE,Sweden,1967,137518.984375,7.879780705511715,778299.9375,Europe
SWE,Sweden,1968,142356.65625,7.924133655684182,809815.8125,Europe
SWE,Sweden,1969,149112.5625,7.98001861167915,845018.75,Europe
SWE,Sweden,1970,159251.75,8.054916,888769.4375,Europe
SWE,Sweden,1971,161105.265625,8.095793,929900.1875,Europe
SWE,Sweden,1972,165258.53125,8.127034,972535.0625,Europe
SWE,Sweden,1973,172541.453125,8.151598,1014933.3125,Europe
SWE,Sweden,1974,176407.5,8.173968,1052194.75,Europe
SWE,Sweden,1975,179795.828125,8.19734,1089840,Europe
SWE,Sweden,1976,181140.953125,8.223249,1126860.625,Europe
SWE,Sweden,1977,177232.828125,8.250695,1158746.375,Europe
SWE,Sweden,1978,181657.1875,8.277414,1183576.75,Europe
SWE,Sweden,1979,187246.453125,8.300003,1211496.125,Europe
SWE,Sweden,1980,188504.15625,8.316338,1241641.125,Europe
SWE,Sweden,1981,191495.859375,8.325493,1267446.125,Europe
SWE,Sweden,1982,193479.171875,8.329424999999999,1292844.125,Europe
SWE,Sweden,1983,198669.890625,8.332443,1320120.25,Europe
SWE,Sweden,1984,208440.296875,8.34044,1352926.125,Europe
SWE,Sweden,1985,213470.109375,8.357652,1390876.375,Europe
SWE,Sweden,1986,228883.921875,8.384989,1426632.125,Europe
SWE,Sweden,1987,239475.203125,8.421056,1465774.875,Europe
SWE,Sweden,1988,249193.125,8.464787,1506770.125,Europe
SWE,Sweden,1989,255705.5,8.514206,1556016.25,Europe
SWE,Sweden,1990,259599.234375,8.567383999999999,1600038.75,Europe
SWE,Sweden,1991,258553.5625,8.625137,1630037,Europe
SWE,Sweden,1992,256744.671875,8.686738,1648273.125,Europe
SWE,Sweden,1993,248053.359375,8.746775999999999,1651187.625,Europe
SWE,Sweden,1994,263275.6875,8.798233999999999,1659171.125,Europe
SWE,Sweden,1995,281409.8125,8.83642,1672501.125,Europe
SWE,Sweden,1996,290623.28125,8.859191,1689003.5,Europe
SWE,Sweden,1997,301125.53125,8.868853,1705225.5,Europe
SWE,Sweden,1998,313759.3125,8.870847999999999,1726853,Europe
SWE,Sweden,1999,331122.53125,8.873099999999999,1751667.875,Europe
SWE,Sweden,2000,353287.34375,8.881639999999999,1779491,Europe
SWE,Sweden,2001,343555.3125,8.897793,1805871.875,Europe
SWE,Sweden,2002,345104,8.92071,1828272.25,Europe
SWE,Sweden,2003,354678.75,8.951436,1850365.5,Europe
SWE,Sweden,2004,371480.3125,8.990654,1875437.75,Europe
SWE,Sweden,2005,387039.96875,9.038623,1903700.875,Europe
SWE,Sweden,2006,403906,9.096165,1939008.875,Europe
SWE,Sweden,2007,431161.90625,9.162939,1980454,Europe
SWE,Sweden,2008,442047.3125,9.236428,2018514.625,Europe
SWE,Sweden,2009,412821.25,9.313087,2037952.5,Europe
SWE,Sweden,2010,434925.3125,9.390168,2063728.625,Europe
SWE,Sweden,2011,467381.34375,9.466709999999999,2093872.625,Europe
SWE,Sweden,2012,468806.15625,9.542812,2120669.5,Europe
SWE,Sweden,2013,468068.34375,9.618015999999999,2146371.25,Europe
SWE,Sweden,2014,471940.90625,9.692131,2178361.5,Europe
SWE,Sweden,2015,489265.21875,9.764949999999999,2217425.25,Europe
SWE,Sweden,2016,496575.71875,9.836007,2258994.25,Europe
SWE,Sweden,2017,515378.21875,9.904895999999999,2306149.75,Europe
SWE,Sweden,2018,516270.25,9.971637999999999,2352152.5,Europe
SWE,Sweden,2019,526240.8125,10.036379,2393696,Europe
UKR,Ukraine,1950,NA,NA,NA,Europe
UKR,Ukraine,1951,NA,NA,NA,Europe
UKR,Ukraine,1952,NA,NA,NA,Europe
UKR,Ukraine,1953,NA,NA,NA,Europe
UKR,Ukraine,1954,NA,NA,NA,Europe
UKR,Ukraine,1955,NA,NA,NA,Europe
UKR,Ukraine,1956,NA,NA,NA,Europe
UKR,Ukraine,1957,NA,NA,NA,Europe
UKR,Ukraine,1958,NA,NA,NA,Europe
UKR,Ukraine,1959,NA,NA,NA,Europe
UKR,Ukraine,1960,NA,NA,NA,Europe
UKR,Ukraine,1961,NA,NA,NA,Europe
UKR,Ukraine,1962,NA,NA,NA,Europe
UKR,Ukraine,1963,NA,NA,NA,Europe
UKR,Ukraine,1964,NA,NA,NA,Europe
UKR,Ukraine,1965,NA,NA,NA,Europe
UKR,Ukraine,1966,NA,NA,NA,Europe
UKR,Ukraine,1967,NA,NA,NA,Europe
UKR,Ukraine,1968,NA,NA,NA,Europe
UKR,Ukraine,1969,NA,NA,NA,Europe
UKR,Ukraine,1970,NA,NA,NA,Europe
UKR,Ukraine,1971,NA,NA,NA,Europe
UKR,Ukraine,1972,NA,NA,NA,Europe
UKR,Ukraine,1973,NA,NA,NA,Europe
UKR,Ukraine,1974,NA,NA,NA,Europe
UKR,Ukraine,1975,NA,NA,NA,Europe
UKR,Ukraine,1976,NA,NA,NA,Europe
UKR,Ukraine,1977,NA,NA,NA,Europe
UKR,Ukraine,1978,NA,NA,NA,Europe
UKR,Ukraine,1979,NA,NA,NA,Europe
UKR,Ukraine,1980,NA,NA,NA,Europe
UKR,Ukraine,1981,NA,NA,NA,Europe
UKR,Ukraine,1982,NA,NA,NA,Europe
UKR,Ukraine,1983,NA,NA,NA,Europe
UKR,Ukraine,1984,NA,NA,NA,Europe
UKR,Ukraine,1985,NA,NA,NA,Europe
UKR,Ukraine,1986,NA,NA,NA,Europe
UKR,Ukraine,1987,NA,NA,NA,Europe
UKR,Ukraine,1988,NA,NA,NA,Europe
UKR,Ukraine,1989,NA,NA,NA,Europe
UKR,Ukraine,1990,614836.375,51.463105,8298419.5,Europe
UKR,Ukraine,1991,571082.4375,51.461273,8479779,Europe
UKR,Ukraine,1992,524222,51.415965,8582038,Europe
UKR,Ukraine,1993,419866.8125,51.31601,8550619,Europe
UKR,Ukraine,1994,343168.59375,51.147773,8405535,Europe
UKR,Ukraine,1995,301517.3125,50.903785,8222604.5,Europe
UKR,Ukraine,1996,290502.25,50.580475,8028819.5,Europe
UKR,Ukraine,1997,261243.328125,50.187276,7852599.5,Europe
UKR,Ukraine,1998,247676.6875,49.746522999999996,7692355.5,Europe
UKR,Ukraine,1999,239276.59375,49.288734,7543708,Europe
UKR,Ukraine,2000,237864.609375,48.838065,7416339.5,Europe
UKR,Ukraine,2001,252438.78125,48.401655999999996,7303425,Europe
UKR,Ukraine,2002,264554.3125,47.980039,7200468.5,Europe
UKR,Ukraine,2003,294260.375,47.582460999999995,7129774.5,Europe
UKR,Ukraine,2004,323804.90625,47.217493,7091754,Europe
UKR,Ukraine,2005,375065.5,46.890772,7062939,Europe
UKR,Ukraine,2006,416074.65625,46.607395,7072796.5,Europe
UKR,Ukraine,2007,472384.78125,46.366353,7134487,Europe
UKR,Ukraine,2008,508443.6875,46.158711,7189013.5,Europe
UKR,Ukraine,2009,425953.5625,45.970940999999996,7105102,Europe
UKR,Ukraine,2010,440252.15625,45.792089999999995,7019612,Europe
UKR,Ukraine,2011,492156.34375,45.619844,6950921.5,Europe
UKR,Ukraine,2012,524208.3125,45.453806,6893117,Europe
UKR,Ukraine,2013,543766.125,45.286983,6824891.5,Europe
UKR,Ukraine,2014,522990.8125,45.111532,6730916.5,Europe
UKR,Ukraine,2015,466740.0625,44.921639,6632538,Europe
UKR,Ukraine,2016,488485.9375,44.713702,6554077,Europe
UKR,Ukraine,2017,537900.125,44.487708999999995,6488015,Europe
UKR,Ukraine,2018,561325.125,44.246156,6434595.5,Europe
UKR,Ukraine,2019,578290.5,43.993638,6392188,Europe
